TransactionID,Date,CustomerID,CustomerSegment,Category,ProductName,Quantity,UnitPrice,TotalAmount,PaymentMethod
TRX-179623,2025-07-16 20:12:11,45614,New,Clothing,Jacket,2,70.59,141.18,Debit Card
TRX-547858,2026-01-19 13:49:22,33416,New,Electronics,Laptop,3,825.02,2475.06,Credit Card
TRX-287974,2025-06-11 06:23:58,54092,Regular,Clothing,T-Shirt,2,29.37,58.74,Credit Card
TRX-974180,2025-12-21 22:33:28,12068,New,Clothing,Jacket,2,99.55,199.1,Credit Card
TRX-157792,2025-11-21 14:03:27,23833,Regular,Clothing,Sneakers,1,115.08,115.08,Debit Card
TRX-659399,2025-05-31 05:01:56,98647,Regular,Sports,Tennis Racket,2,86.95,173.9,Debit Card
TRX-406461,2025-10-23 05:40:40,48680,New,Home & Garden,Coffee Maker,1,71.93,71.93,Credit Card
TRX-575747,2026-03-17 23:31:56,52906,Regular,Electronics,Laptop,2,1425.93,2851.86,Debit Card
TRX-535810,2025-11-04 18:28:54,38043,New,Home & Garden,Lamp,1,22.03,22.03,Credit Card
TRX-418677,2025-11-08 14:17:04,31798,VIP,Clothing,Sneakers,5,97.56,487.8,Cash
TRX-367861,2025-06-13 12:39:23,50963,New,Home & Garden,Plant Pot,1,18.92,18.92,Credit Card
TRX-757629,2025-11-28 14:05:05,86503,New,Sports,Dumbbells,3,43.81,131.43,Credit Card
TRX-974625,2025-12-17 19:10:49,93810,Regular,Sports,Yoga Mat,1,19.38,19.38,Credit Card
TRX-700005,2025-10-30 03:57:31,74722,VIP,Sports,Water Bottle,2,14.17,28.34,Debit Card
TRX-370361,2025-07-16 10:49:16,44671,New,Clothing,Sneakers,2,86.29,172.58,Credit Card
TRX-855480,2025-07-05 16:39:32,68115,Regular,Clothing,Sneakers,1,89.62,89.62,PayPal
TRX-624514,2025-07-15 09:22:55,80592,New,Clothing,T-Shirt,2,19.57,39.14,Debit Card
TRX-462147,2025-10-02 13:14:32,29973,New,Sports,Water Bottle,1,22.69,22.69,Debit Card
TRX-273659,2026-01-30 08:35:46,81118,Regular,Sports,Yoga Mat,2,22.82,45.64,Credit Card
TRX-795186,2026-03-27 14:55:22,14877,New,Home & Garden,Lamp,4,47.38,189.52,PayPal
TRX-664752,2026-03-16 03:43:38,35042,New,Clothing,T-Shirt,2,25.91,51.82,Debit Card
TRX-513064,2025-05-27 04:41:54,99733,Regular,Electronics,Monitor,1,176.77,176.77,Credit Card
TRX-246918,2026-02-15 05:47:52,52504,New,Electronics,Laptop,1,1442.33,1442.33,Debit Card
TRX-656710,2025-05-13 09:51:08,95180,New,Clothing,T-Shirt,1,16.82,16.82,Debit Card
TRX-731347,2026-03-28 03:42:00,57819,VIP,Home & Garden,Lamp,5,31.73,158.65,Credit Card
TRX-125317,2025-12-31 13:49:06,60196,New,Sports,Yoga Mat,1,22.15,22.15,Credit Card
TRX-489776,2025-10-07 20:15:07,71605,Regular,Sports,Tennis Racket,1,83.46,83.46,Credit Card
TRX-918207,2026-02-22 19:13:49,17716,Regular,Electronics,Laptop,2,1338.41,2676.82,Credit Card
TRX-843647,2025-09-16 16:04:04,11061,Regular,Home & Garden,Plant Pot,1,14.1,14.1,Debit Card
TRX-359822,2025-08-16 06:27:35,62994,New,Sports,Tennis Racket,1,125.99,125.99,Debit Card
TRX-281172,2025-06-28 08:42:59,82350,New,Clothing,Sneakers,1,98.74,98.74,Credit Card
TRX-426720,2025-07-04 00:55:59,65519,New,Clothing,Jacket,2,62.04,124.08,Credit Card
TRX-924499,2025-10-10 08:54:04,71669,VIP,Electronics,Monitor,2,260.63,521.26,Debit Card
TRX-577461,2025-12-26 14:35:22,23069,New,Clothing,Jeans,1,44.28,44.28,Credit Card
TRX-711116,2025-12-08 07:40:03,76616,New,Clothing,Sneakers,2,55.82,111.64,Debit Card
TRX-491255,2025-05-05 00:51:41,22196,VIP,Clothing,Sneakers,1,101.0,101.0,Debit Card
TRX-841635,2025-09-26 20:53:16,78146,New,Sports,Dumbbells,2,38.66,77.32,PayPal
TRX-255544,2025-09-14 20:15:34,96563,Regular,Home & Garden,Blender,2,71.15,142.3,Credit Card
TRX-329021,2026-02-20 13:58:49,70217,New,Electronics,Headphones,2,86.2,172.4,Credit Card
TRX-195620,2025-06-14 01:01:42,27892,Regular,Sports,Yoga Mat,1,30.96,30.96,Credit Card
TRX-734775,2025-09-05 14:05:25,84000,New,Clothing,T-Shirt,1,27.78,27.78,Credit Card
TRX-706590,2025-12-26 03:14:45,42742,New,Electronics,Laptop,1,1397.19,1397.19,Credit Card
TRX-911117,2025-07-05 04:27:13,36158,New,Home & Garden,Blender,1,70.39,70.39,PayPal
TRX-324289,2025-07-04 05:15:01,94659,Regular,Sports,Yoga Mat,1,23.63,23.63,PayPal
TRX-775127,2025-06-30 05:48:42,49651,New,Electronics,Smartphone,1,994.39,994.39,Debit Card
TRX-933729,2026-04-14 02:06:32,65724,New,Sports,Dumbbells,1,53.18,53.18,Credit Card
TRX-918427,2025-12-13 05:19:21,10464,New,Sports,Water Bottle,1,16.23,16.23,Credit Card
TRX-466242,2025-10-10 11:14:21,52237,Regular,Sports,Water Bottle,1,24.03,24.03,PayPal
TRX-816289,2026-04-26 23:32:29,69429,New,Electronics,Smartphone,1,613.21,613.21,Debit Card
TRX-999138,2025-05-14 10:32:47,80807,New,Clothing,Sneakers,3,90.25,270.75,Credit Card
TRX-197046,2025-10-02 14:33:53,58689,Regular,Electronics,Laptop,1,927.74,927.74,Debit Card
TRX-354533,2025-12-08 19:59:30,95181,New,Clothing,T-Shirt,1,24.27,24.27,Credit Card
TRX-329772,2025-06-21 13:53:07,59692,Regular,Home & Garden,Coffee Maker,1,45.11,45.11,Debit Card
TRX-977589,2025-09-20 00:07:25,50189,Regular,Electronics,Monitor,4,314.34,1257.36,Credit Card
TRX-696985,2025-05-04 10:26:08,51505,Regular,Sports,Dumbbells,1,40.82,40.82,PayPal
TRX-377537,2026-03-29 03:12:31,80381,New,Clothing,Jeans,3,61.09,183.27,Debit Card
TRX-940183,2025-12-09 06:00:24,99687,New,Electronics,Smartphone,1,580.99,580.99,Credit Card
TRX-188501,2025-06-26 01:05:12,46347,New,Electronics,Laptop,2,1151.92,2303.84,Credit Card
TRX-225453,2026-03-29 12:46:52,31299,Regular,Sports,Dumbbells,4,26.29,105.16,Credit Card
TRX-837022,2025-11-23 18:45:17,12068,New,Home & Garden,Lamp,1,25.0,25.0,Debit Card
TRX-701761,2025-10-15 22:14:39,37549,Regular,Sports,Dumbbells,3,50.73,152.19,Credit Card
TRX-768706,2026-01-14 15:32:19,47072,New,Home & Garden,Coffee Maker,2,99.65,199.3,PayPal
TRX-646012,2026-01-19 00:18:16,23947,New,Home & Garden,Lamp,1,39.23,39.23,Debit Card
TRX-973346,2026-02-25 12:31:16,34050,New,Electronics,Monitor,1,293.07,293.07,Credit Card
TRX-948228,2025-12-25 07:45:54,79615,Regular,Electronics,Laptop,2,1038.9,2077.8,Debit Card
TRX-990714,2025-10-20 16:54:15,17816,VIP,Clothing,Jacket,2,104.13,208.26,Debit Card
TRX-150285,2025-11-24 04:53:52,30289,Regular,Clothing,Sneakers,2,65.59,131.18,Debit Card
TRX-494483,2026-04-04 09:38:00,80008,New,Clothing,Jacket,1,66.47,66.47,PayPal
TRX-148205,2025-05-25 07:16:08,69186,Regular,Sports,Water Bottle,1,16.94,16.94,Cash
TRX-844904,2026-01-08 04:10:42,96356,Regular,Clothing,Jacket,2,110.01,220.02,Credit Card
TRX-138258,2025-07-24 14:38:45,23446,VIP,Electronics,Smartphone,1,622.96,622.96,Credit Card
TRX-855944,2026-01-20 01:56:44,88301,VIP,Home & Garden,Blender,1,67.22,67.22,Debit Card
TRX-307356,2026-04-16 04:48:26,49139,New,Sports,Yoga Mat,2,18.85,37.7,PayPal
TRX-760016,2026-01-13 23:08:21,23947,New,Sports,Water Bottle,2,14.7,29.4,Credit Card
TRX-462831,2025-11-18 05:24:43,11330,Regular,Electronics,Monitor,2,279.03,558.06,Credit Card
TRX-962671,2026-02-18 13:35:25,23979,Regular,Clothing,T-Shirt,1,28.87,28.87,Debit Card
TRX-757776,2025-05-28 03:53:34,31747,New,Clothing,Jacket,2,147.47,294.94,Debit Card
TRX-988869,2026-01-24 23:33:07,10371,Regular,Home & Garden,Coffee Maker,3,59.1,177.3,Credit Card
TRX-129514,2025-12-16 00:27:07,69459,Regular,Clothing,Sneakers,1,118.9,118.9,Debit Card
TRX-523387,2025-05-26 22:43:55,87992,New,Sports,Yoga Mat,4,30.46,121.84,Credit Card
TRX-269896,2025-12-28 04:55:30,92502,New,Clothing,Sneakers,1,58.7,58.7,PayPal
TRX-988432,2025-06-11 17:36:09,17894,Regular,Sports,Tennis Racket,3,62.83,188.49,Debit Card
TRX-660957,2025-05-09 07:12:32,59009,VIP,Electronics,Monitor,3,207.15,621.45,Credit Card
TRX-739280,2025-10-12 09:02:50,76542,Regular,Sports,Yoga Mat,1,33.84,33.84,Debit Card
TRX-204442,2026-04-16 17:37:56,40735,New,Clothing,Sneakers,1,91.12,91.12,Debit Card
TRX-491627,2025-06-22 16:19:02,78347,Regular,Home & Garden,Plant Pot,1,12.3,12.3,Credit Card
TRX-519902,2025-11-20 04:37:08,22999,New,Electronics,Laptop,1,987.58,987.58,Credit Card
TRX-690729,2026-02-23 10:46:15,98781,Regular,Clothing,Sneakers,2,110.52,221.04,PayPal
TRX-390870,2025-06-19 14:34:02,92242,Regular,Home & Garden,Lamp,1,26.6,26.6,Credit Card
TRX-257482,2025-05-09 21:41:50,44718,Regular,Home & Garden,Lamp,1,31.88,31.88,Credit Card
TRX-326458,2025-06-26 03:56:35,58571,New,Sports,Yoga Mat,3,34.29,102.87,Credit Card
TRX-880765,2025-09-15 03:51:41,68153,New,Electronics,Headphones,2,183.62,367.24,Credit Card
TRX-270753,2025-06-25 18:20:17,56179,New,Home & Garden,Coffee Maker,3,78.23,234.69,Credit Card
TRX-701581,2025-08-13 04:54:08,82357,New,Sports,Dumbbells,1,28.74,28.74,Credit Card
TRX-924613,2025-11-13 20:19:10,25860,Regular,Clothing,Sneakers,4,95.26,381.04,Credit Card
TRX-726822,2026-01-16 16:38:54,59615,New,Clothing,Sneakers,2,66.37,132.74,PayPal
TRX-403726,2025-05-18 08:30:51,66333,Regular,Home & Garden,Coffee Maker,4,67.33,269.32,Cash
TRX-657695,2025-07-09 12:15:50,38010,Regular,Clothing,Jacket,1,136.9,136.9,Credit Card
TRX-767349,2025-07-04 05:20:31,52840,VIP,Clothing,Sneakers,2,50.92,101.84,Credit Card
TRX-133773,2026-04-23 19:56:27,98117,Regular,Home & Garden,Blender,2,69.91,139.82,PayPal
TRX-223432,2025-09-10 07:30:07,83579,Regular,Clothing,Jeans,1,56.89,56.89,Credit Card
TRX-648489,2026-02-07 18:45:50,74178,Regular,Electronics,Headphones,1,183.39,183.39,Debit Card
TRX-975564,2026-02-22 00:36:11,99539,Regular,Home & Garden,Blender,1,37.04,37.04,Credit Card
TRX-108454,2026-01-25 20:22:08,35242,New,Clothing,Jeans,1,63.59,63.59,Credit Card
TRX-444622,2025-05-10 18:55:08,30253,Regular,Sports,Tennis Racket,2,136.22,272.44,PayPal
TRX-501103,2026-02-08 23:41:01,23022,New,Electronics,Headphones,3,189.83,569.49,Debit Card
TRX-661365,2025-08-30 10:49:26,82063,Regular,Electronics,Smartphone,2,517.57,1035.14,PayPal
TRX-939756,2025-11-30 12:40:35,35443,Regular,Sports,Tennis Racket,1,81.39,81.39,PayPal
TRX-618105,2025-06-27 15:03:41,47667,Regular,Sports,Tennis Racket,2,50.85,101.7,Credit Card
TRX-732672,2025-11-06 11:08:25,70637,VIP,Home & Garden,Coffee Maker,3,40.23,120.69,Cash
TRX-374505,2026-04-19 08:47:51,69473,Regular,Clothing,Sneakers,2,90.62,181.24,Debit Card
TRX-533021,2026-04-25 12:30:50,70852,New,Clothing,Jacket,1,121.49,121.49,Debit Card
TRX-571516,2026-03-18 20:26:06,11504,Regular,Sports,Yoga Mat,1,21.34,21.34,Credit Card
TRX-382486,2026-01-01 14:02:19,30517,VIP,Home & Garden,Plant Pot,1,23.77,23.77,Debit Card
TRX-840551,2025-10-31 23:23:22,37535,VIP,Sports,Tennis Racket,2,82.59,165.18,Credit Card
TRX-452001,2026-02-10 10:43:18,17972,New,Electronics,Laptop,2,1259.31,2518.62,Credit Card
TRX-100909,2026-04-28 00:08:02,44099,Regular,Sports,Yoga Mat,1,22.66,22.66,Debit Card
TRX-629208,2025-09-08 18:46:55,69871,New,Clothing,Jeans,1,49.82,49.82,Credit Card
TRX-767989,2025-09-27 16:57:34,24201,Regular,Sports,Water Bottle,1,10.81,10.81,Credit Card
TRX-489438,2025-10-27 18:47:11,63492,VIP,Clothing,Jacket,1,131.65,131.65,Debit Card
TRX-842136,2025-11-01 01:36:12,36100,VIP,Sports,Yoga Mat,5,21.4,107.0,Credit Card
TRX-883586,2025-12-13 09:02:26,41358,New,Sports,Water Bottle,1,24.71,24.71,Credit Card
TRX-667273,2025-05-18 12:00:17,78146,New,Clothing,Jacket,2,66.89,133.78,Credit Card
TRX-960471,2025-10-14 08:59:07,14207,Regular,Clothing,Jeans,1,47.44,47.44,Credit Card
TRX-561567,2026-02-06 15:44:10,46160,New,Clothing,Sneakers,4,86.31,345.24,Debit Card
TRX-537757,2026-01-17 13:20:20,19807,Regular,Electronics,Headphones,1,169.16,169.16,PayPal
TRX-134183,2026-01-10 21:10:15,14705,Regular,Sports,Water Bottle,2,24.96,49.92,PayPal
TRX-813763,2025-09-25 22:20:56,82603,New,Electronics,Headphones,1,86.14,86.14,Debit Card
TRX-422038,2026-04-12 03:50:21,17944,Regular,Home & Garden,Blender,1,44.0,44.0,Cash
TRX-208239,2026-01-29 00:13:53,36062,New,Home & Garden,Coffee Maker,2,57.9,115.8,Credit Card
TRX-661654,2026-02-06 02:33:11,99353,Regular,Home & Garden,Coffee Maker,1,82.89,82.89,PayPal
TRX-477702,2026-04-04 21:56:01,17026,New,Sports,Dumbbells,1,55.71,55.71,Credit Card
TRX-584734,2026-01-15 13:52:10,89482,Regular,Clothing,Jeans,1,47.25,47.25,Debit Card
TRX-653081,2025-10-10 07:08:09,36100,VIP,Home & Garden,Plant Pot,3,12.83,38.49,PayPal
TRX-477789,2026-03-22 21:57:13,47353,Regular,Clothing,T-Shirt,4,23.72,94.88,PayPal
TRX-722217,2025-10-16 04:26:34,40539,New,Home & Garden,Blender,1,57.46,57.46,Credit Card
TRX-660280,2026-02-15 20:20:45,25014,Regular,Sports,Water Bottle,2,23.89,47.78,Credit Card
TRX-211392,2025-12-23 05:34:52,12875,Regular,Electronics,Smartphone,4,882.04,3528.16,Credit Card
TRX-418841,2026-02-07 00:48:05,86350,Regular,Electronics,Smartphone,1,803.53,803.53,Credit Card
TRX-317770,2026-04-01 13:42:45,21813,Regular,Sports,Tennis Racket,1,131.87,131.87,Debit Card
TRX-251884,2026-04-02 21:40:55,13534,New,Home & Garden,Lamp,1,24.39,24.39,PayPal
TRX-121001,2026-02-17 23:10:46,30758,Regular,Electronics,Headphones,1,97.11,97.11,PayPal
TRX-498724,2025-06-17 16:55:25,97670,Regular,Electronics,Smartphone,1,580.34,580.34,Cash
TRX-475121,2025-08-29 13:25:07,19329,New,Clothing,Jeans,2,65.69,131.38,PayPal
TRX-396635,2025-09-28 03:55:05,17355,Regular,Electronics,Smartphone,1,870.39,870.39,Credit Card
TRX-511564,2025-07-26 10:18:10,41365,Regular,Home & Garden,Plant Pot,1,10.62,10.62,Credit Card
TRX-763049,2026-01-09 09:09:26,70552,New,Clothing,Jacket,1,64.24,64.24,Credit Card
TRX-868260,2025-06-09 02:05:53,19171,New,Electronics,Laptop,1,1356.94,1356.94,Credit Card
TRX-389362,2026-04-22 15:40:46,57795,New,Home & Garden,Coffee Maker,1,99.04,99.04,Credit Card
TRX-146177,2026-03-30 04:29:44,59674,Regular,Sports,Tennis Racket,2,83.78,167.56,Credit Card
TRX-262184,2025-12-19 14:42:50,55607,Regular,Home & Garden,Plant Pot,1,20.65,20.65,Credit Card
TRX-383049,2026-01-22 00:54:20,17716,Regular,Clothing,T-Shirt,3,21.17,63.510000000000005,PayPal
TRX-544407,2025-05-29 14:46:07,98395,VIP,Sports,Yoga Mat,1,34.0,34.0,Credit Card
TRX-837733,2026-02-23 16:22:22,15273,New,Home & Garden,Plant Pot,2,21.77,43.54,PayPal
TRX-397058,2025-08-06 12:46:33,84531,Regular,Home & Garden,Lamp,1,41.17,41.17,Credit Card
TRX-312368,2025-09-18 21:33:43,87014,VIP,Electronics,Smartphone,3,731.8,2195.3999999999996,Debit Card
TRX-287155,2025-11-01 18:45:10,89276,Regular,Electronics,Monitor,4,184.67,738.68,PayPal
TRX-165914,2025-08-11 08:55:15,86983,Regular,Electronics,Headphones,4,50.22,200.88,Credit Card
TRX-765318,2025-12-30 07:39:16,99974,Regular,Sports,Yoga Mat,1,34.71,34.71,Debit Card
TRX-920347,2026-02-16 13:47:47,95181,New,Clothing,T-Shirt,3,24.28,72.84,Credit Card
TRX-230929,2025-11-26 21:50:17,68287,VIP,Electronics,Laptop,1,931.35,931.35,PayPal
TRX-223025,2025-07-09 20:50:46,44671,New,Clothing,Jeans,1,43.15,43.15,Credit Card
TRX-372374,2025-12-30 04:54:00,47268,New,Sports,Dumbbells,1,39.66,39.66,Credit Card
TRX-672675,2025-11-13 18:19:44,26011,New,Electronics,Smartphone,2,614.44,1228.88,Credit Card
TRX-975825,2026-03-28 02:22:49,19838,Regular,Electronics,Monitor,1,184.41,184.41,Debit Card
TRX-730565,2025-08-13 20:26:37,98501,New,Home & Garden,Plant Pot,1,19.59,19.59,Cash
TRX-409499,2025-12-21 03:13:45,80329,New,Clothing,Jeans,1,79.42,79.42,Debit Card
TRX-893679,2025-09-08 14:16:52,31079,New,Electronics,Monitor,4,223.55,894.2,PayPal
TRX-312832,2025-11-11 20:20:26,79352,Regular,Electronics,Monitor,1,161.6,161.6,PayPal
TRX-747614,2025-06-28 22:17:50,21164,VIP,Sports,Yoga Mat,3,28.07,84.21000000000001,Credit Card
TRX-614064,2025-11-12 17:57:44,71894,Regular,Home & Garden,Coffee Maker,2,82.02,164.04,Debit Card
TRX-272830,2025-05-21 22:30:39,80008,New,Clothing,T-Shirt,1,20.97,20.97,Debit Card
TRX-623676,2026-02-23 04:02:33,34164,Regular,Clothing,Sneakers,1,50.99,50.99,Cash
TRX-131208,2025-10-19 14:03:59,95175,Regular,Home & Garden,Lamp,1,39.21,39.21,Credit Card
TRX-498763,2025-12-31 18:31:34,25525,New,Sports,Yoga Mat,2,23.73,47.46,Cash
TRX-863220,2025-09-04 00:10:10,39154,New,Electronics,Laptop,1,837.63,837.63,Credit Card
TRX-790881,2026-04-03 12:33:08,53515,New,Home & Garden,Coffee Maker,2,47.81,95.62,PayPal
TRX-837781,2025-07-07 18:05:03,17100,VIP,Home & Garden,Plant Pot,3,11.17,33.51,Credit Card
TRX-558737,2026-02-08 04:38:21,26828,New,Sports,Water Bottle,1,22.07,22.07,Credit Card
TRX-199326,2025-10-27 03:29:21,64935,Regular,Electronics,Headphones,2,137.85,275.7,Credit Card
TRX-720529,2025-09-17 03:39:50,11607,New,Clothing,Jeans,1,41.05,41.05,Credit Card
TRX-779378,2025-12-06 13:04:40,82255,Regular,Electronics,Headphones,3,189.36,568.08,Credit Card
TRX-725030,2025-10-27 11:33:12,28964,New,Clothing,Jeans,1,42.37,42.37,Debit Card
TRX-624513,2026-01-04 19:01:19,95909,New,Home & Garden,Blender,1,38.14,38.14,Credit Card
TRX-545622,2026-01-28 13:33:48,86019,New,Sports,Dumbbells,1,38.42,38.42,Credit Card
TRX-629149,2025-05-13 00:49:33,69186,Regular,Home & Garden,Lamp,1,29.3,29.3,Cash
TRX-135494,2025-09-02 21:39:33,91381,New,Electronics,Smartphone,1,810.8,810.8,Credit Card
TRX-484757,2026-02-27 17:00:12,63354,Regular,Clothing,Jeans,1,76.36,76.36,Credit Card
TRX-439658,2026-02-22 14:11:46,12540,New,Sports,Yoga Mat,1,21.24,21.24,Cash
TRX-527417,2026-01-17 12:02:57,39038,VIP,Clothing,Jacket,1,131.02,131.02,PayPal
TRX-317346,2026-01-23 18:26:11,71069,New,Electronics,Monitor,1,177.58,177.58,Debit Card
TRX-903774,2026-02-27 10:29:59,49139,New,Home & Garden,Plant Pot,1,23.64,23.64,Credit Card
TRX-308314,2025-06-02 11:35:21,98647,Regular,Home & Garden,Blender,1,66.76,66.76,Credit Card
TRX-897392,2026-02-22 09:18:26,26544,VIP,Sports,Dumbbells,3,23.16,69.48,PayPal
TRX-220063,2025-07-15 15:41:15,69878,New,Home & Garden,Blender,1,45.32,45.32,Credit Card
TRX-994253,2025-05-29 11:08:57,20458,Regular,Clothing,T-Shirt,1,22.28,22.28,Debit Card
TRX-537017,2025-12-21 15:44:54,69429,New,Clothing,Sneakers,1,88.89,88.89,PayPal
TRX-269748,2025-10-01 19:02:20,84963,Regular,Sports,Water Bottle,1,17.11,17.11,Debit Card
TRX-263459,2025-05-24 00:10:55,62350,Regular,Clothing,T-Shirt,1,19.3,19.3,Credit Card
TRX-265416,2025-05-06 18:37:09,22739,Regular,Clothing,Jacket,2,82.19,164.38,PayPal
TRX-425346,2026-02-14 08:20:20,23577,Regular,Sports,Water Bottle,1,18.35,18.35,Debit Card
TRX-192280,2025-10-17 21:49:28,94886,Regular,Clothing,Sneakers,4,81.35,325.4,Credit Card
TRX-686317,2026-04-08 18:17:21,41186,Regular,Sports,Dumbbells,1,38.0,38.0,Credit Card
TRX-231165,2025-06-22 04:17:14,29936,Regular,Sports,Yoga Mat,1,25.51,25.51,Credit Card
TRX-138842,2025-09-09 11:18:02,54473,New,Electronics,Headphones,1,78.16,78.16,Credit Card
TRX-699166,2025-06-20 15:14:23,22676,New,Clothing,Sneakers,4,77.46,309.84,Credit Card
TRX-136862,2026-01-13 09:39:37,46208,New,Electronics,Smartphone,4,763.36,3053.44,Credit Card
TRX-648051,2026-01-11 11:02:55,13365,New,Sports,Water Bottle,1,16.77,16.77,Debit Card
TRX-602577,2026-01-14 01:26:50,15273,New,Electronics,Headphones,1,120.17,120.17,Debit Card
TRX-423850,2025-12-04 14:14:47,33788,VIP,Home & Garden,Blender,3,37.0,111.0,Credit Card
TRX-562305,2025-08-09 20:06:18,34586,New,Electronics,Headphones,4,65.36,261.44,PayPal
TRX-379133,2025-08-20 12:56:03,82199,New,Clothing,Sneakers,1,104.4,104.4,PayPal
TRX-416212,2025-12-29 08:06:11,77715,New,Home & Garden,Blender,2,57.31,114.62,Credit Card
TRX-230344,2025-08-27 21:24:15,23104,Regular,Home & Garden,Plant Pot,1,15.27,15.27,Credit Card
TRX-857649,2025-10-04 14:25:52,35313,Regular,Sports,Yoga Mat,1,16.34,16.34,Credit Card
TRX-284354,2025-10-25 21:28:47,65057,VIP,Home & Garden,Lamp,1,37.98,37.98,Credit Card
TRX-719446,2025-11-04 03:47:23,64239,New,Clothing,Jeans,1,69.37,69.37,PayPal
TRX-658131,2025-09-01 15:37:32,97416,New,Sports,Dumbbells,3,46.98,140.94,Debit Card
TRX-309668,2025-09-23 13:08:58,70236,Regular,Sports,Tennis Racket,1,82.95,82.95,Credit Card
TRX-343923,2025-12-20 08:50:16,56105,Regular,Clothing,Sneakers,1,80.47,80.47,Debit Card
TRX-867180,2025-11-02 17:21:46,44970,New,Home & Garden,Blender,1,67.33,67.33,Credit Card
TRX-238173,2025-07-20 00:03:05,22463,Regular,Electronics,Smartphone,1,784.01,784.01,Debit Card
TRX-823201,2026-04-29 08:11:39,94518,Regular,Home & Garden,Plant Pot,1,20.76,20.76,Credit Card
TRX-589994,2025-08-12 18:16:41,77391,Regular,Home & Garden,Blender,1,52.13,52.13,Debit Card
TRX-806331,2025-11-08 14:44:13,97670,Regular,Sports,Yoga Mat,1,31.61,31.61,Debit Card
TRX-132792,2025-07-18 04:26:50,13201,Regular,Sports,Dumbbells,1,44.93,44.93,Credit Card
TRX-824016,2025-05-11 02:57:20,41300,Regular,Clothing,T-Shirt,1,18.41,18.41,Credit Card
TRX-583814,2025-09-10 00:06:41,87014,VIP,Electronics,Smartphone,4,866.19,3464.76,PayPal
TRX-255084,2025-10-07 01:23:02,57447,Regular,Electronics,Headphones,3,151.5,454.5,Cash
TRX-704660,2026-02-05 18:59:33,80284,Regular,Home & Garden,Lamp,1,52.3,52.3,Debit Card
TRX-428497,2026-04-11 09:06:57,10942,Regular,Clothing,Jeans,1,66.62,66.62,Debit Card
TRX-326915,2025-10-09 09:33:16,19602,New,Clothing,T-Shirt,1,17.63,17.63,Credit Card
TRX-563339,2025-05-31 13:02:29,80912,Regular,Sports,Tennis Racket,2,144.89,289.78,Debit Card
TRX-382368,2025-05-24 06:03:54,11061,Regular,Home & Garden,Plant Pot,1,15.91,15.91,Credit Card
TRX-861800,2025-10-11 21:12:40,44970,New,Clothing,T-Shirt,4,19.96,79.84,Cash
TRX-390607,2025-05-21 20:32:17,75612,New,Electronics,Monitor,1,162.26,162.26,PayPal
TRX-684632,2026-03-15 05:01:10,33819,Regular,Clothing,T-Shirt,1,22.21,22.21,Credit Card
TRX-252591,2026-02-07 01:48:23,71213,VIP,Electronics,Smartphone,4,866.82,3467.28,Debit Card
TRX-907111,2025-10-27 16:22:24,70589,Regular,Electronics,Laptop,2,1121.78,2243.56,Credit Card
TRX-799396,2025-12-11 05:08:55,65255,VIP,Clothing,Jacket,2,101.49,202.98,Credit Card
TRX-476105,2026-03-12 20:12:30,49618,New,Clothing,Jeans,1,72.92,72.92,Debit Card
TRX-743378,2026-01-17 20:10:23,42177,VIP,Sports,Dumbbells,5,58.51,292.55,Debit Card
TRX-583072,2025-06-16 06:29:47,52081,New,Electronics,Smartphone,1,639.74,639.74,Debit Card
TRX-847078,2025-05-09 01:13:16,13804,Regular,Electronics,Laptop,1,1141.23,1141.23,PayPal
TRX-974329,2025-09-08 22:44:02,42092,Regular,Clothing,Sneakers,1,69.22,69.22,Credit Card
TRX-211028,2025-09-16 04:27:59,64987,New,Sports,Tennis Racket,1,149.17,149.17,Credit Card
TRX-130726,2026-04-13 14:04:01,25866,Regular,Home & Garden,Blender,1,60.22,60.22,Credit Card
TRX-494873,2025-08-21 19:28:30,58566,New,Sports,Water Bottle,2,20.89,41.78,Debit Card
TRX-947075,2025-08-11 15:36:23,19329,New,Home & Garden,Coffee Maker,1,88.95,88.95,Credit Card
TRX-687638,2026-03-09 17:48:15,14278,Regular,Electronics,Smartphone,1,604.8,604.8,PayPal
TRX-624957,2026-03-29 01:56:13,99192,VIP,Electronics,Smartphone,2,791.33,1582.66,PayPal
TRX-727959,2025-11-10 17:19:12,16764,New,Clothing,Sneakers,1,101.52,101.52,Debit Card
TRX-472541,2025-07-26 10:30:04,64948,Regular,Electronics,Smartphone,1,764.38,764.38,Credit Card
TRX-969697,2025-10-31 17:43:35,76263,New,Sports,Dumbbells,2,25.71,51.42,Credit Card
TRX-299829,2025-05-16 16:00:49,49321,VIP,Electronics,Laptop,2,1206.99,2413.98,Credit Card
TRX-213253,2025-06-09 14:04:16,37535,VIP,Home & Garden,Blender,3,72.7,218.10000000000002,Credit Card
TRX-493396,2025-10-23 05:48:08,55236,Regular,Clothing,T-Shirt,1,20.61,20.61,Debit Card
TRX-106620,2025-05-31 14:28:16,48752,Regular,Sports,Tennis Racket,1,60.29,60.29,Debit Card
TRX-683761,2025-12-16 11:40:17,43408,Regular,Clothing,Sneakers,2,78.79,157.58,Debit Card
TRX-284055,2025-05-26 02:08:21,82384,Regular,Sports,Yoga Mat,1,32.03,32.03,Debit Card
TRX-268010,2026-04-21 09:39:18,93227,Regular,Home & Garden,Blender,2,31.12,62.24,Debit Card
